"X-Accelerate(m^2/s)","Y-Accelerate(m^2/s)","Z-Accelerate(m^2/s)"
-0.180000,-0.200000,1.810110
-0.140000,0.400000,3.957373
0.270000,-0.420000,0.461628
-0.360000,-0.160000,3.155503
-0.180000,0.060000,3.254474
0.460000,0.170000,0.426615
-0.040000,-0.080000,3.638901
-0.150000,-0.470000,2.878020
-0.160000,0.210000,0.669851
-0.290000,0.380000,0.616360
0.150000,0.300000,3.132092
0.060000,0.360000,3.963231
-0.260000,0.410000,3.768859
-0.000000,0.500000,0.911921
0.400000,-0.450000,2.209434
0.050000,0.440000,1.579082
0.230000,0.190000,0.785239
-0.170000,0.310000,3.843774
0.260000,-0.180000,2.278157
-0.360000,0.480000,0.587878
-0.130000,0.250000,3.378269
-0.050000,-0.050000,0.847054
-0.430000,0.460000,0.020000
0.490000,0.500000,0.426966
0.150000,0.330000,3.832897
-0.440000,0.130000,2.508386
-0.050000,-0.330000,3.785314
0.400000,-0.170000,1.435653
0.250000,-0.050000,3.510755
0.300000,-0.150000,1.676783
0.450000,-0.170000,1.077497
0.220000,0.130000,3.931704
-0.200000,0.090000,2.058349
0.460000,0.000000,3.600736
0.500000,0.440000,3.140143
0.290000,0.170000,2.689070
0.380000,-0.300000,2.930273
0.500000,-0.240000,3.121106
-0.190000,-0.200000,3.288449
-0.230000,0.480000,3.408695
-0.050000,-0.400000,2.244081
0.380000,0.150000,1.286701
0.400000,-0.020000,3.084104
0.020000,0.500000,0.460435
-0.140000,-0.420000,0.829216
-0.410000,0.120000,3.564492
0.240000,0.070000,0.523355
-0.130000,0.500000,2.333495
0.270000,0.160000,3.927480
0.110000,-0.140000,1.700706
0.100000,0.360000,2.744686
0.240000,-0.330000,2.273675
0.290000,0.080000,3.246090
-0.340000,-0.020000,3.342694
-0.330000,0.450000,2.518928
0.300000,0.120000,2.650377
0.420000,-0.030000,0.983667
-0.180000,-0.280000,3.735197
-0.410000,-0.360000,0.272764
-0.160000,0.120000,3.994997
-0.400000,-0.500000,3.654326
0.110000,0.100000,0.643040
0.220000,0.270000,2.828639
-0.400000,-0.480000,0.780769
-0.140000,-0.000000,3.086827
-0.300000,-0.210000,3.118573
0.030000,-0.410000,1.566972
-0.220000,0.000000,3.793626
0.390000,-0.260000,2.374174
-0.410000,-0.320000,0.233238
0.290000,0.350000,2.580271
0.310000,0.020000,1.661204
0.150000,-0.230000,1.991155
0.270000,0.370000,2.233517
-0.150000,0.020000,1.522498
0.360000,0.430000,3.717943
-0.020000,-0.150000,1.401856
-0.060000,-0.040000,0.856971
-0.140000,0.300000,2.719926
0.270000,0.170000,1.741005
-0.060000,0.390000,2.468664
-0.120000,0.140000,2.743811
0.340000,0.190000,3.045193
0.100000,-0.160000,1.387227
-0.080000,-0.360000,2.381617
-0.450000,0.000000,1.399428
-0.080000,0.430000,2.562948
0.040000,0.230000,1.925902
0.400000,-0.380000,0.551362
0.080000,-0.150000,3.365709
-0.270000,-0.440000,3.613309
0.000000,-0.500000,2.008706
-0.350000,-0.060000,0.694478
-0.380000,0.130000,0.948472
0.280000,0.240000,1.402320
-0.380000,0.040000,3.146887
-0.080000,-0.480000,0.647534
-0.020000,0.480000,3.082791
0.180000,0.160000,2.819734
-0.010000,0.310000,3.596651
-0.050000,0.250000,0.509804
-0.250000,-0.390000,1.171751
-0.290000,-0.110000,0.737428
0.050000,0.240000,1.031261
0.480000,0.310000,1.111755
-0.250000,-0.210000,1.820961
-0.080000,-0.040000,3.398823
-0.200000,-0.060000,1.566142
-0.020000,-0.070000,2.418905
0.330000,-0.390000,1.303457
0.270000,0.430000,2.150884
-0.340000,-0.250000,2.606051
0.130000,0.400000,0.829458
0.220000,-0.290000,1.578575
0.380000,-0.200000,2.452692
-0.500000,0.190000,0.760789
0.160000,0.230000,1.443052
0.370000,0.060000,3.600542
-0.080000,-0.240000,3.761502
-0.110000,-0.080000,3.147062
-0.210000,-0.360000,3.585861
0.460000,0.090000,1.841277
0.320000,0.360000,1.609472
0.410000,-0.410000,3.876880
-0.100000,0.410000,2.949966
-0.000000,-0.100000,1.787205
-0.350000,-0.000000,3.894304
0.420000,0.130000,2.501659
-0.030000,0.020000,3.609820
-0.060000,0.070000,3.068615
0.200000,-0.380000,0.639140
-0.140000,0.410000,1.310229
0.060000,0.500000,1.623699
-0.220000,0.370000,3.140637
0.290000,-0.070000,1.521019
0.350000,0.290000,3.671975
0.490000,-0.300000,0.743976
0.140000,0.220000,0.449889
0.150000,-0.450000,2.729084
-0.100000,-0.250000,3.158544
-0.040000,0.010000,2.189612
0.210000,0.220000,1.794408
0.410000,-0.210000,2.842921
0.450000,-0.060000,0.407431
0.500000,0.500000,3.192632
0.220000,-0.170000,3.438779
-0.130000,0.470000,1.063532
0.300000,0.090000,1.064894
0.470000,-0.210000,2.762445
0.010000,0.250000,1.701705
0.390000,0.150000,3.112073
-0.400000,0.000000,3.537457
0.200000,-0.240000,3.837304
-0.400000,0.310000,2.987440
-0.500000,0.260000,0.933006
0.450000,0.410000,3.039638
0.490000,-0.290000,2.965839
-0.120000,0.320000,2.910000
0.020000,0.160000,2.825403
-0.220000,-0.360000,1.657136
-0.210000,0.210000,1.896892
-0.080000,0.160000,0.645678
0.140000,-0.270000,2.994595
0.170000,-0.040000,0.708802
0.410000,-0.050000,0.392810
0.420000,0.430000,3.711644
0.290000,0.480000,2.178991
0.060000,-0.140000,3.206384
0.110000,0.330000,1.684458
-0.070000,-0.030000,0.695845
0.300000,-0.390000,2.786898
0.420000,-0.220000,2.066301
0.310000,0.180000,0.890562
-0.170000,0.380000,2.991170
-0.500000,0.370000,1.186887
0.430000,0.480000,1.376626
0.330000,-0.210000,2.923953
0.190000,0.000000,3.504854
-0.000000,-0.120000,3.567983
0.260000,0.170000,0.649538
-0.290000,-0.200000,1.560737
0.460000,0.080000,2.282740
0.160000,0.390000,0.851352
-0.500000,-0.320000,1.289961
-0.110000,-0.300000,2.660883
-0.270000,0.130000,2.078509
-0.020000,0.080000,3.068892
0.030000,-0.450000,1.197915
-0.140000,0.120000,3.925672
0.240000,-0.340000,1.699794
0.330000,0.290000,0.953677
0.500000,-0.370000,0.990959
-0.470000,0.150000,2.000050
-0.040000,-0.140000,3.426908
-0.150000,0.080000,3.405760
0.450000,0.030000,3.511154
0.390000,-0.140000,1.221638
-0.440000,-0.130000,0.593296
0.110000,0.260000,3.046949
0.250000,0.490000,2.099119
-0.160000,-0.270000,2.106751
-0.330000,-0.310000,3.581494
0.230000,-0.020000,1.795216
-0.150000,-0.050000,1.612265
-0.170000,-0.460000,3.152079
0.270000,0.210000,3.533483
-0.090000,0.030000,1.105939
0.430000,-0.210000,1.952204
0.390000,-0.310000,2.500860
-0.430000,0.320000,0.450222
-0.080000,-0.280000,0.603407
-0.160000,0.030000,3.626348
0.080000,0.360000,2.533298
-0.410000,0.440000,3.741978
0.490000,0.220000,2.697035
-0.110000,-0.470000,3.041940
0.190000,0.200000,1.023474
0.310000,-0.270000,3.667029
-0.430000,0.250000,3.858069
-0.030000,0.480000,3.860155
-0.200000,-0.310000,3.922690
0.480000,0.290000,3.616780
-0.330000,0.330000,2.933104
-0.490000,-0.370000,1.357608
0.280000,0.150000,2.963022
0.000000,-0.000000,1.890000
-0.350000,0.500000,1.586663
-0.220000,-0.260000,3.704376
0.200000,-0.380000,0.602661
-0.030000,0.310000,1.630521
0.290000,0.390000,2.145647
-0.450000,-0.000000,3.974607
-0.190000,0.340000,3.749827
-0.160000,-0.000000,1.742670
0.200000,-0.410000,2.792991
0.010000,0.230000,3.031270
0.000000,0.100000,3.668637
0.280000,0.500000,0.261725
0.380000,-0.310000,2.482015
0.220000,0.380000,1.496930
0.400000,-0.040000,3.929491
0.050000,0.420000,2.565365
0.350000,-0.190000,1.827102
0.340000,0.450000,1.497298
0.320000,0.320000,2.732782
-0.500000,-0.310000,0.893756
0.050000,-0.290000,3.738436
0.210000,-0.330000,3.266665
-0.050000,-0.140000,3.356710
0.270000,0.470000,1.716450
0.370000,-0.240000,3.824657
-0.180000,0.050000,3.114402
-0.040000,-0.420000,2.687080
0.080000,0.450000,2.070145
-0.220000,0.190000,0.893924
-0.200000,-0.020000,2.401604
-0.350000,0.370000,2.201863
0.330000,-0.020000,3.534572
-0.150000,-0.250000,1.542692
-0.260000,-0.430000,2.571362
0.170000,-0.210000,0.591185
0.070000,0.350000,2.049146
0.150000,0.090000,3.815993
0.030000,0.490000,2.827702
-0.100000,0.050000,1.255030
0.330000,-0.430000,3.326124
-0.390000,-0.450000,3.327131
0.270000,0.320000,3.525223
-0.270000,0.000000,3.579832
0.420000,-0.030000,2.535271
-0.080000,-0.420000,2.381932
-0.340000,0.150000,2.775230
-0.220000,0.490000,3.832545
-0.170000,0.280000,3.876184
0.210000,0.160000,1.139825
-0.070000,-0.000000,3.549310
-0.380000,0.250000,3.651780
-0.150000,-0.470000,3.697229
-0.180000,-0.040000,0.860465
-0.020000,0.160000,3.756541
-0.260000,0.190000,2.882065
0.320000,0.330000,2.528557
0.260000,0.170000,0.780449
0.270000,-0.330000,2.443072
-0.090000,0.440000,1.815269
-0.450000,0.410000,3.253537
0.190000,0.290000,0.549818
0.360000,0.000000,1.102724
0.000000,0.370000,1.308702
-0.000000,-0.140000,2.085306
-0.170000,-0.120000,2.501360
0.210000,0.160000,2.395496
0.020000,0.100000,1.596747
0.300000,0.100000,1.043120
0.200000,0.080000,2.641231
-0.500000,0.160000,1.351629
-0.130000,0.480000,0.774016
0.340000,0.260000,3.514029
-0.170000,-0.370000,3.335236
-0.380000,0.150000,2.547450
0.220000,-0.000000,2.319590
0.240000,0.500000,0.357771
-0.120000,-0.190000,1.856448
-0.380000,-0.000000,1.138244
-0.270000,-0.230000,3.662868
-0.110000,0.160000,1.990553
0.120000,-0.240000,2.576063
-0.490000,-0.360000,3.791556
0.390000,0.410000,1.046852
-0.260000,-0.160000,3.205495
0.050000,-0.020000,3.819620
-0.310000,-0.000000,1.985951
-0.240000,-0.270000,2.210679
0.130000,-0.010000,1.424044
0.450000,-0.190000,1.333342
-0.360000,-0.300000,1.654932
0.380000,-0.380000,1.183723
-0.030000,0.110000,1.555828
0.500000,0.470000,2.848508
-0.260000,0.360000,2.378907
0.080000,-0.260000,1.637559
0.330000,-0.300000,0.590508
0.050000,0.270000,0.751399
0.090000,0.480000,1.774007
-0.030000,0.060000,2.158958
-0.140000,0.080000,1.420880
-0.400000,-0.140000,3.766232
0.070000,-0.490000,2.338183
-0.010000,0.190000,3.244426
0.380000,0.500000,3.219317
0.330000,0.030000,1.473194
-0.170000,-0.500000,3.480158
-0.410000,0.230000,3.508646
0.040000,0.300000,1.499767
0.440000,0.150000,0.747195
-0.060000,-0.060000,3.148857
0.300000,0.370000,3.427054
-0.230000,0.500000,1.597874
-0.160000,0.430000,3.278048
-0.330000,0.320000,2.243390
-0.460000,0.450000,0.585491
-0.240000,-0.330000,2.273675
-0.080000,0.120000,3.907339
0.440000,-0.370000,1.276519
-0.220000,-0.280000,3.542146
-0.100000,0.500000,1.260793
0.250000,0.480000,2.163331
-0.190000,-0.390000,2.877482
-0.410000,0.430000,2.045458
0.080000,-0.500000,3.796380
0.050000,-0.110000,3.157689
0.090000,-0.120000,1.271181
-0.490000,-0.020000,2.543148
0.310000,0.140000,1.879468
0.230000,0.290000,2.876282
0.140000,0.190000,1.135738
0.290000,-0.030000,0.658331
-0.100000,0.350000,2.037744
-0.190000,-0.490000,3.723090
0.120000,-0.390000,3.647246
0.430000,-0.000000,0.847113
0.110000,0.220000,1.459418
-0.000000,-0.250000,3.440930
-0.310000,-0.150000,0.928170
-0.350000,0.470000,2.584395
0.150000,0.120000,2.101238
0.380000,-0.230000,1.464104
-0.060000,0.270000,1.443745
0.280000,0.430000,0.310966
0.240000,0.460000,3.835062
-0.460000,0.220000,1.642681
0.190000,0.190000,1.931398
-0.160000,-0.270000,3.505981
-0.050000,0.290000,3.527747
0.480000,0.340000,3.308111
0.210000,0.060000,3.192538
-0.450000,0.130000,3.569398
0.050000,-0.400000,2.497679
0.130000,0.070000,0.674018
-0.480000,0.490000,3.472909
-0.340000,0.180000,3.368100
0.020000,-0.000000,2.409917
0.250000,-0.440000,2.967154
0.100000,-0.290000,3.386133
-0.310000,-0.130000,2.426829
-0.130000,0.220000,2.647697
0.220000,0.250000,1.297960
-0.490000,0.500000,3.050705
-0.440000,-0.440000,3.627010
0.400000,0.020000,3.819057
-0.420000,0.300000,2.169447
-0.500000,0.400000,2.828427
-0.080000,-0.470000,1.348184
0.220000,0.440000,0.680882
0.300000,0.360000,1.148042
-0.070000,0.110000,1.434085
-0.470000,-0.390000,3.639107
0.130000,0.220000,0.810679
-0.360000,0.470000,3.662458
0.370000,0.150000,1.173968
-0.460000,0.350000,3.553294
0.410000,-0.260000,1.493051
-0.390000,-0.220000,2.855101
0.080000,-0.250000,1.669491
0.160000,0.450000,1.942138
0.320000,0.270000,2.667339
0.230000,-0.340000,1.265069
-0.170000,-0.070000,2.803979
-0.200000,-0.310000,1.894413
-0.410000,0.350000,2.070990
-0.010000,-0.320000,3.445156
0.340000,0.460000,0.795739
-0.270000,0.460000,0.761840
0.250000,-0.040000,1.356577
0.000000,-0.390000,1.081850
0.220000,-0.190000,1.664812
-0.160000,0.180000,1.379130
0.500000,0.030000,2.203792
0.320000,-0.210000,1.305029
-0.190000,-0.220000,3.618342
0.390000,-0.440000,0.893980
0.260000,-0.290000,0.811357
-0.390000,0.270000,2.260774
-0.450000,0.300000,2.235509
0.450000,0.040000,1.472243
-0.140000,0.350000,1.149783
0.190000,0.220000,3.397587
-0.270000,0.300000,0.632139
0.300000,-0.080000,1.436837
-0.110000,-0.350000,2.705236
-0.410000,0.150000,1.849162
0.130000,-0.230000,1.088393
0.190000,-0.500000,3.610596
0.230000,0.340000,0.812158
-0.420000,-0.160000,0.625220
-0.380000,-0.020000,0.737631
-0.170000,-0.250000,3.075175
-0.370000,0.230000,0.585747
-0.150000,0.320000,3.632850
-0.480000,0.240000,1.184061
0.080000,-0.420000,1.541817
0.280000,0.350000,2.153857
0.160000,0.410000,3.149397
-0.030000,-0.370000,2.896308
-0.160000,0.320000,1.641463
-0.360000,-0.270000,0.709295
0.450000,-0.380000,3.084267
-0.120000,0.280000,1.540162
-0.420000,0.090000,1.384919
-0.480000,-0.210000,3.298651
-0.150000,-0.110000,2.212193
-0.460000,0.440000,3.319518
-0.410000,-0.220000,2.395224
0.380000,-0.090000,0.866025
0.110000,-0.380000,0.896605
-0.030000,-0.200000,1.506486
-0.230000,-0.280000,3.682214
0.440000,0.050000,0.629921
0.470000,-0.100000,1.672334
0.380000,-0.350000,0.342783
0.000000,-0.360000,2.261526
-0.440000,0.340000,0.391408
-0.490000,-0.350000,1.907197
0.100000,-0.400000,2.941241
0.110000,-0.080000,1.051237
0.320000,-0.050000,3.062923
-0.070000,0.460000,3.145775
-0.120000,-0.100000,3.466482
-0.290000,0.460000,1.440798
0.010000,-0.370000,2.775428
-0.210000,0.270000,1.950231
-0.350000,0.500000,1.532971
0.170000,0.150000,2.951305
0.400000,0.100000,0.743303
0.140000,0.420000,3.764054
0.260000,0.210000,2.528003
0.370000,-0.040000,0.674092
0.210000,0.400000,3.087118
-0.120000,0.350000,3.661352
-0.070000,0.100000,2.587122
0.460000,0.360000,3.410337
-0.220000,-0.080000,2.147277
-0.400000,0.020000,1.631564
-0.160000,-0.170000,2.388619
-0.420000,0.130000,0.570175
-0.440000,-0.440000,3.087928
0.040000,-0.340000,1.879069
-0.090000,0.350000,2.099119
0.140000,0.260000,1.653844
-0.000000,0.300000,3.587478
-0.500000,0.390000,3.482743
-0.230000,-0.430000,1.908691
0.430000,0.380000,2.964979
-0.370000,-0.460000,1.879468
-0.450000,0.230000,3.473428
0.320000,-0.230000,2.286285
-0.090000,-0.500000,1.315295
-0.480000,-0.420000,2.849491
0.420000,0.120000,0.682129
-0.090000,-0.230000,1.984691
-0.380000,-0.250000,1.834448
-0.340000,0.060000,2.687917
-0.280000,0.190000,2.305298
-0.430000,0.020000,1.973601
-0.230000,-0.280000,1.701852
-0.400000,-0.340000,1.700823
0.230000,0.490000,0.302324
0.080000,-0.280000,1.379601
-0.460000,0.150000,2.960726
-0.270000,-0.300000,3.406171
-0.210000,0.170000,2.445118
-0.040000,0.380000,2.622308
0.270000,-0.370000,0.355809
0.140000,-0.420000,2.795157
-0.200000,-0.430000,2.972406
0.430000,-0.280000,3.674343
0.390000,-0.050000,0.384578
-0.020000,0.160000,0.895600
-0.010000,0.140000,0.726567
-0.220000,0.070000,0.838809
0.320000,0.300000,1.138420
0.470000,-0.140000,1.117094
0.440000,-0.310000,3.701067
0.000000,-0.140000,2.295735
0.340000,-0.410000,2.606127
0.290000,-0.480000,1.657709
0.450000,0.330000,2.334224
-0.160000,-0.350000,2.632014
-0.320000,0.220000,1.900737
0.150000,0.110000,2.753725
0.330000,0.480000,3.187209
-0.300000,0.380000,0.546352
0.500000,-0.170000,1.856340
-0.490000,0.020000,2.594051
-0.160000,0.250000,2.159699
-0.060000,-0.070000,2.798482
0.370000,-0.150000,1.393951
-0.200000,0.400000,3.803801
-0.120000,-0.320000,1.563074
-0.080000,0.140000,0.783582
0.010000,0.050000,2.909553
-0.130000,-0.020000,0.492747
0.140000,-0.340000,3.631432
-0.280000,-0.250000,3.077190
-0.160000,0.390000,2.128662
0.430000,-0.360000,1.647149
-0.040000,-0.270000,2.172924
0.460000,-0.160000,0.596406
-0.500000,-0.370000,2.224680
0.000000,-0.120000,3.077661
0.100000,0.290000,3.968161
0.160000,-0.320000,3.823297
-0.040000,0.040000,2.599385
-0.410000,-0.290000,1.634595
0.260000,0.420000,2.082210
0.350000,0.380000,0.324345
0.130000,-0.040000,1.111710
-0.330000,0.410000,2.362075
-0.050000,0.220000,2.188401
0.470000,0.160000,1.015086
0.020000,0.070000,3.309199
-0.450000,0.320000,0.881306
0.240000,0.080000,2.848789
0.120000,0.400000,0.549272
-0.350000,0.050000,0.805854
0.290000,-0.450000,2.574937
-0.290000,-0.100000,1.692424
0.130000,0.490000,3.321536
0.450000,0.350000,2.413587
-0.060000,0.070000,1.306752
-0.310000,0.240000,1.920391
0.370000,-0.200000,3.212585
0.210000,0.250000,1.299615
0.480000,-0.120000,2.123111
-0.440000,0.000000,2.663907
0.440000,-0.420000,3.375633
0.270000,0.260000,2.238839
0.280000,0.450000,1.678303
0.110000,0.400000,2.191073
0.050000,-0.230000,0.595147
0.120000,-0.110000,3.005595
-0.260000,0.490000,3.941155
0.250000,-0.030000,3.771604
0.080000,0.400000,2.110948
0.050000,0.340000,2.667958
0.400000,0.060000,3.919184
0.120000,-0.330000,0.355949
0.450000,-0.020000,1.314990
-0.060000,0.380000,1.686683
-0.030000,-0.410000,2.840405
-0.090000,0.180000,1.637681
-0.430000,0.140000,3.712560
-0.350000,-0.140000,1.202289
0.120000,-0.060000,2.456339
-0.040000,0.010000,3.279741
0.020000,0.490000,1.783816
0.350000,-0.360000,1.582245
0.120000,-0.250000,2.182453
-0.430000,0.050000,1.674963
0.360000,0.310000,2.992524
0.150000,0.260000,2.381155
0.400000,-0.440000,3.062809
-0.310000,-0.250000,2.549078
0.490000,0.030000,0.669253
-0.190000,0.390000,3.795287
0.370000,0.320000,1.659397
-0.370000,0.050000,1.607203
0.390000,0.290000,0.558032
-0.180000,-0.490000,3.491189
-0.320000,-0.090000,1.880851
-0.040000,0.030000,1.689260
0.420000,0.450000,1.433422
-0.490000,-0.430000,1.784657
0.090000,-0.340000,3.612921
-0.080000,-0.170000,0.828975
-0.310000,0.450000,3.598750
0.420000,-0.080000,2.259912
0.330000,0.000000,2.195336
-0.170000,-0.310000,0.684032
-0.460000,-0.310000,0.410366
0.210000,0.380000,1.860000
0.250000,-0.250000,3.542400
0.030000,0.210000,2.320323
0.350000,-0.190000,1.100136
0.360000,0.320000,1.982322
-0.140000,0.380000,0.724500
0.390000,0.440000,2.737572
0.220000,0.400000,0.203961
-0.030000,0.200000,2.070145
-0.210000,0.200000,1.614156
0.000000,0.120000,3.848129
-0.370000,0.300000,0.703989
-0.150000,-0.070000,3.055520
-0.290000,-0.030000,2.764670
-0.370000,-0.180000,3.223849
-0.230000,-0.270000,2.797606
0.230000,-0.280000,0.527541
-0.190000,-0.460000,1.404422
-0.410000,0.360000,2.038235
-0.380000,-0.030000,1.305488
-0.230000,0.340000,1.212394
0.100000,-0.190000,2.340171
0.280000,0.030000,3.568907
-0.280000,0.380000,1.275461
-0.180000,0.420000,2.284754
-0.110000,0.180000,2.812099
-0.100000,-0.480000,2.441250
-0.280000,0.340000,3.048344
-0.160000,-0.490000,1.973803
-0.010000,-0.190000,2.061237
-0.310000,0.280000,3.585750
0.070000,0.010000,3.639313
0.290000,-0.210000,2.140257
0.410000,-0.360000,1.578354
-0.290000,-0.040000,3.357261
0.420000,-0.190000,3.590529
0.110000,-0.040000,1.876353
-0.170000,-0.030000,3.655927
-0.250000,-0.110000,3.358914
-0.160000,-0.230000,1.990377
0.270000,0.370000,1.977650
-0.330000,-0.250000,0.910275
-0.370000,0.330000,2.419731
-0.170000,0.390000,2.564956
-0.370000,0.240000,2.501420
0.060000,0.180000,1.457704
-0.320000,-0.490000,1.860108
0.440000,0.330000,1.912485
0.220000,0.160000,2.575675
-0.150000,-0.030000,2.294907
0.390000,0.260000,2.932780
-0.040000,-0.490000,0.631110
0.450000,-0.150000,3.619047
-0.380000,0.160000,0.449555
-0.320000,0.080000,1.278124
-0.090000,-0.130000,1.199625
0.380000,0.050000,2.995580
-0.030000,-0.100000,0.873785
0.500000,0.190000,2.951932
-0.060000,-0.350000,3.170173
0.280000,0.020000,2.202181
0.480000,-0.190000,2.792687
-0.010000,0.490000,3.536199
-0.490000,-0.240000,0.789873
-0.080000,-0.430000,2.664339
-0.490000,0.290000,2.914910
-0.180000,-0.390000,1.353477
-0.480000,-0.200000,2.137662
0.160000,-0.260000,2.733002
-0.310000,-0.090000,1.791145
0.130000,0.420000,3.865074
0.330000,0.390000,3.310816
0.050000,0.050000,3.309245
0.340000,-0.420000,2.307574
-0.290000,0.140000,2.054921
0.150000,0.230000,3.198234
0.140000,-0.270000,2.108175
-0.460000,-0.470000,1.381449
-0.250000,-0.220000,1.308281
0.410000,0.250000,2.443256
-0.100000,-0.190000,1.706546
-0.280000,-0.410000,3.505011
-0.090000,-0.080000,0.659090
0.400000,-0.420000,0.887243
0.380000,0.270000,1.655627
-0.370000,-0.440000,1.863330
-0.410000,0.490000,1.926837
-0.360000,-0.160000,3.095028
0.380000,-0.500000,0.841487
-0.350000,-0.110000,2.634578
-0.350000,0.020000,3.220978
-0.370000,0.220000,1.613567
-0.040000,0.240000,2.638807
0.440000,-0.090000,3.803577
0.020000,0.280000,2.876334
-0.390000,0.430000,3.157071
0.000000,-0.000000,3.510000
0.300000,-0.470000,2.641799
-0.170000,-0.180000,2.979732
-0.470000,0.230000,1.940696
-0.270000,0.500000,1.527743
0.340000,0.360000,2.307466
0.310000,-0.310000,0.820183
0.470000,0.080000,2.004071
0.200000,0.130000,1.774035
-0.410000,0.410000,1.756787
0.440000,0.290000,3.672383
-0.360000,-0.420000,1.786309
0.100000,0.470000,1.599375
-0.390000,0.490000,3.636468
-0.320000,0.290000,3.523634
0.480000,0.120000,0.914768
-0.490000,-0.150000,3.462282
-0.170000,-0.070000,0.809382
-0.460000,0.110000,3.971939
-0.090000,-0.320000,0.475289
0.260000,-0.360000,1.785609
0.440000,-0.170000,2.138598
-0.110000,0.130000,1.982700
-0.290000,0.220000,3.913106
0.280000,-0.050000,2.373015
-0.410000,0.070000,0.931343
-0.170000,0.190000,3.901679
0.040000,0.140000,2.946405
0.400000,0.180000,0.762889
-0.060000,-0.470000,1.359816
-0.110000,-0.360000,3.751160
0.260000,0.060000,2.777211
0.310000,-0.070000,2.963005
0.230000,-0.460000,1.546739
-0.420000,-0.070000,0.422729
-0.240000,0.480000,0.268328
-0.420000,-0.020000,3.444430
-0.280000,-0.120000,1.407409
-0.120000,-0.120000,2.253619
-0.300000,0.380000,2.727361
0.410000,-0.360000,3.477456
-0.030000,0.270000,0.784283
0.410000,-0.450000,0.279821
-0.160000,0.470000,1.125344
0.070000,0.420000,0.555608
-0.270000,0.310000,2.516645
-0.200000,0.440000,3.496756
0.490000,0.340000,1.064284
0.270000,0.280000,1.706224
0.500000,0.430000,2.276401
-0.330000,-0.390000,2.956180
-0.170000,0.110000,0.999700
0.080000,-0.340000,1.540909
0.200000,0.340000,1.280625
-0.290000,-0.010000,1.908062
-0.130000,0.140000,0.515752
0.080000,-0.480000,2.564235
-0.350000,-0.010000,3.854128
-0.140000,0.360000,0.607618
0.300000,-0.490000,0.204939
-0.300000,0.460000,1.902314
-0.460000,0.180000,2.460914
0.380000,0.020000,3.277987
-0.290000,0.470000,3.638324
-0.330000,-0.210000,0.481041
-0.490000,0.210000,1.207560
0.220000,-0.470000,1.513506
0.270000,-0.080000,2.232308
0.330000,0.450000,3.424836
0.040000,-0.460000,0.471593
-0.170000,-0.270000,3.786582
-0.090000,0.390000,3.698405
0.450000,-0.440000,3.544559
0.280000,0.490000,2.905701
0.200000,-0.270000,2.598365
-0.380000,0.360000,0.990152
0.110000,0.490000,1.946253
0.180000,-0.030000,0.623859
-0.110000,-0.280000,1.734099
0.270000,-0.130000,2.643066
0.000000,0.470000,1.329361
0.500000,0.230000,0.607865
0.230000,0.410000,3.518736
0.040000,0.170000,3.505653
-0.050000,-0.460000,1.966291
-0.430000,-0.360000,1.477126
-0.060000,-0.240000,2.226297
-0.160000,-0.070000,1.004938
0.390000,-0.150000,3.615937
-0.160000,0.310000,2.313850
-0.350000,0.430000,0.474868
0.500000,0.080000,3.230557
-0.400000,0.480000,3.930649
-0.430000,-0.070000,1.705227
0.170000,0.190000,0.464650
-0.220000,0.270000,1.386939
0.290000,0.380000,2.280439
0.340000,-0.070000,3.090566
-0.290000,0.210000,2.352913
0.420000,0.400000,2.861818
0.190000,-0.380000,3.544630
0.020000,0.450000,1.430769
-0.130000,0.290000,3.405202
0.090000,-0.290000,0.619597
0.230000,0.210000,2.772562
-0.020000,-0.110000,2.157105
0.490000,0.150000,1.118168
-0.420000,0.270000,2.316808
0.240000,-0.090000,2.124594
0.120000,0.040000,1.404315
-0.060000,-0.260000,1.850865
-0.450000,0.310000,3.558286
0.310000,-0.250000,3.769018
0.460000,0.370000,1.291472
-0.320000,0.140000,2.040319
-0.260000,0.040000,3.349687
0.350000,0.480000,2.418098
0.370000,-0.450000,1.026158
-0.360000,-0.000000,2.978322
0.120000,-0.250000,1.413046
-0.370000,-0.400000,3.750627
-0.130000,-0.000000,2.386462
-0.020000,0.270000,2.525530
-0.380000,-0.190000,2.646110
-0.090000,-0.400000,3.375189
-0.210000,-0.270000,0.455961
0.150000,-0.370000,2.650094
0.020000,-0.200000,3.964909
0.230000,0.210000,2.309091
0.380000,0.240000,0.709648
-0.030000,0.410000,2.617919
-0.160000,0.460000,0.255539
-0.440000,-0.470000,0.322335
0.060000,-0.430000,3.795247
-0.440000,0.050000,1.061320
0.310000,0.360000,1.787960
-0.460000,-0.210000,3.927582
0.480000,-0.380000,3.588147
-0.080000,-0.480000,1.960510
0.340000,-0.320000,0.548088
0.470000,0.450000,2.017672
0.090000,0.440000,3.127923
-0.100000,0.450000,2.629905
-0.110000,0.490000,2.049366
0.420000,-0.110000,2.786378
-0.280000,0.390000,2.085450
0.200000,0.300000,2.756520
0.500000,-0.260000,0.979439
-0.120000,0.180000,2.249622
0.420000,0.060000,1.810967
-0.400000,-0.370000,1.631410
0.290000,-0.460000,1.092108
-0.300000,-0.440000,2.165479
0.380000,-0.490000,3.941523
-0.350000,-0.250000,0.924878
0.310000,-0.300000,2.075644
-0.280000,0.470000,3.223911
